Name,Category,Mention Count,Sample Files
Jeffrey Epstein,core,1371,EFTA00024875; EFTA00026428; EFTA00026703; EFTA00023813; EFTA00024265
See Coppa,unknown,3,EFTA00022091; EFTA00020261; EFTA00029540
See Taylor,unknown,3,EFTA00022091; EFTA00020261; EFTA00029540
"The
Supreme",unknown,3,EFTA00022091; EFTA00020261; EFTA00029540
Second World,unknown,3,EFTA00022091; EFTA00020261; EFTA00029540
"Applying
Annabi",unknown,3,EFTA00022091; EFTA00020261; EFTA00029540
Laurel Inc,unknown,3,EFTA00020949; EFTA00017085; EFTA00019200
Defendant Michael,unknown,3,EFTA00022186; EFTA00017811; EFTA00032687
Amyn Sumar,unknown,3,EFTA00020687; EFTA00017094; EFTA00030707
"Company
New",unknown,3,EFTA00020687; EFTA00017094; EFTA00030707
"Records
All",unknown,3,EFTA00020687; EFTA00017094; EFTA00030707
Ben Weiser,unknown,3,EFTA00020687; EFTA00017094; EFTA00030707
Times Company,unknown,3,EFTA00020687; EFTA00017094; EFTA00030707
"Amyn
Sent",unknown,3,EFTA00020687; EFTA00017094; EFTA00030707
West Reno,unknown,3,EFTA00022706; EFTA00015643; EFTA00016153
Madison Ave,unknown,3,EFTA00020797; EFTA00015532; EFTA00014491
"Inbound
The",unknown,3,EFTA00020797; EFTA00015532; EFTA00014491
Deliberative Process,unknown,3,EFTA00020711; EFTA00015511; EFTA00015361
Pros Memo,unknown,3,EFTA00020711; EFTA00013173; EFTA00030956
Work Product,unknown,3,EFTA00020711; EFTA00010507; EFTA00027666
Search Warrants,unknown,3,EFTA00022654; EFTA00017085; EFTA00030735
"Opinion
Date",unknown,3,EFTA00022017; EFTA00038962; EFTA00027459
Defendant Ghislaine,unknown,3,EFTA00020541; EFTA00031606; EFTA00031708
"Meetings
Date",unknown,3,EFTA00021331; EFTA00019747; EFTA00027509
"Anjan
From",unknown,3,EFTA00020672; EFTA00019689; EFTA00030702
Kimberly Mehlman,unknown,3,EFTA00020878; EFTA00018629; EFTA00018628
"Like
Epstein",core,3,EFTA00021780; EFTA00016166; EFTA00031863
Arick Fudali,unknown,3,EFTA00023230; EFTA00019565; EFTA00027912
Andrew Buzin,political,3,EFTA00023230; EFTA00019565; EFTA00027912
"Lane
Derrington",unknown,3,EFTA00022173; EFTA00019889; EFTA00019892
"Kalamata
Billington",unknown,3,EFTA00022173; EFTA00019889; EFTA00019892
Vanity Fair,unknown,3,EFTA00021164; EFTA00014526; EFTA00013989
Sent Wed,unknown,3,EFTA00034129; EFTA00034616; EFTA00034804
"Thanks
Bruce",unknown,3,EFTA00035519; EFTA00015994; EFTA00027954
Escort Officers,unknown,3,EFTA00034548; EFTA00034549; EFTA00035501
Unit Pend,unknown,3,EFTA00035056; EFTA00034983; EFTA00034149
"Lieutenants
Departments",unknown,3,EFTA00034878; EFTA00034560; EFTA00034544
"Heads
Daily",unknown,3,EFTA00034878; EFTA00034560; EFTA00034544
Sent Thur,unknown,3,EFTA00034681; EFTA00034901; EFTA00034877
Psych Ohs,unknown,3,EFTA00035504; EFTA00034806; EFTA00034902
Seventh Ave,unknown,3,EFTA00035601; EFTA00034745; EFTA00034744
"Berman
On Aug",unknown,3,EFTA00035450; EFTA00035449; EFTA00034374
National Sex,unknown,3,EFTA00035461; EFTA00034465; EFTA00031937
Preferred Fax,unknown,3,EFTA00035028; EFTA00034716; EFTA00034345
"Signature
Special",unknown,3,EFTA00035773; EFTA00035772; EFTA00035766
Auk Row,unknown,3,EFTA00034322; EFTA00035017; EFTA00034550
Jeffery Reg,unknown,3,EFTA00035174; EFTA00035211; EFTA00032505
"Evening
Watch",unknown,3,EFTA00034359; EFTA00035954; EFTA00031997
Provider Role,unknown,3,EFTA00035502; EFTA00034558; EFTA00033611
Christina Goldbaum,unknown,3,EFTA00034375; EFTA00035452; EFTA00035451
"Service
Chief",unknown,3,EFTA00035044; EFTA00035545; EFTA00033983
Law Library,unknown,3,EFTA00034760; EFTA00035394; EFTA00009676
Marshal Service,unknown,3,EFTA00034760; EFTA00035394; EFTA00018159
"Associate Deputy Attorney General
EFTA",unknown,3,EFTA00036014; EFTA00036016; EFTA00036015
Duty Locations,unknown,3,EFTA00036109; EFTA00036108; EFTA00036117
Who May,unknown,3,EFTA00036109; EFTA00036108; EFTA00036117
"Regional
Director",unknown,3,EFTA00035917; EFTA00035781; EFTA00033520
"Lieutenant
Department",unknown,3,EFTA00034586; EFTA00035507; EFTA00034579
Offense Code,unknown,3,EFTA00034785; EFTA00034230; EFTA00015090
Hearing Date,unknown,3,EFTA00034785; EFTA00034230; EFTA00014595
"External Auditing Branch
SUBJECT",unknown,3,EFTA00035793; EFTA00035781; EFTA00035907
Draft Report,unknown,3,EFTA00036016; EFTA00035925; EFTA00036015
"Name
Family",unknown,3,EFTA00034345; EFTA00033956; EFTA00033993
Clinical Director,unknown,3,EFTA00035317; EFTA00035330; EFTA00034001
"Rout
New",unknown,3,EFTA00034748; EFTA00034667; EFTA00034162
Inmate Advised,unknown,3,EFTA00034232; EFTA00034275; EFTA00019348
Time Incident,unknown,3,EFTA00034232; EFTA00034275; EFTA00019348
Specific Evidence,unknown,3,EFTA00034232; EFTA00034275; EFTA00019348
Remain Silent,unknown,3,EFTA00034232; EFTA00034275; EFTA00019348
Committee Decision,unknown,3,EFTA00034232; EFTA00034275; EFTA00019348
Prohibited Act,unknown,3,EFTA00034232; EFTA00034275; EFTA00019348
Part I Preparation,unknown,3,EFTA00034232; EFTA00034275; EFTA00019348
Mental Status,unknown,3,EFTA00034232; EFTA00034757; EFTA00032191
Report Delivered,unknown,3,EFTA00034232; EFTA00034275; EFTA00019348
Clinical Interview,unknown,3,EFTA00034232; EFTA00034757; EFTA00032162
Rec Officer,unknown,3,EFTA00034915; EFTA00034092; EFTA00034098
"Subject Epstein
Date",core,3,EFTA00035573; EFTA00035065; EFTA00032292
Client Jeffrey,unknown,3,EFTA00035618; EFTA00034791; EFTA00034332
Managing Housing,unknown,3,EFTA00035872; EFTA00035907; EFTA00035848
Instructor Guide,unknown,3,EFTA00035872; EFTA00035881; EFTA00035848
Security Check,unknown,3,EFTA00035872; EFTA00035848; EFTA00033545
Unit Officer,unknown,3,EFTA00035216; EFTA00035881; EFTA00019348
False Statements,unknown,3,EFTA00035954; EFTA00035935; EFTA00035986
Program Statements,unknown,3,EFTA00035954; EFTA00035935; EFTA00035986
Operation and SHU Lieutenants,unknown,3,EFTA00034969; EFTA00035703; EFTA00034817
Extension Cord,unknown,3,EFTA00034969; EFTA00035703; EFTA00034817
Acting Clinical,unknown,3,EFTA00034969; EFTA00035703; EFTA00034817
"Suicide
Prevention",unknown,3,EFTA00035776; EFTA00036082; EFTA00033520
Shower Chart,unknown,3,EFTA00035332; EFTA00034052; EFTA00034045
Title Date,unknown,3,EFTA00035605; EFTA00012111; EFTA00029621
"Dry
Cell",unknown,3,EFTA00034975; EFTA00034098; EFTA00033653
Assurances Form,unknown,3,EFTA00035799; EFTA00035808; EFTA00035800
Senior Special,unknown,3,EFTA00035799; EFTA00035812; EFTA00035800
"Division
Federal",unknown,3,EFTA00035437; EFTA00038876; EFTA00038878
New Status,unknown,3,EFTA00034275; EFTA00019348; EFTA00009713
Chief Complaint,unknown,3,EFTA00034275; EFTA00019348; EFTA00033804
Security Threat,unknown,3,EFTA00034275; EFTA00015493; EFTA00019348
Previous Status,unknown,3,EFTA00034275; EFTA00019348; EFTA00009713
Left Arm,unknown,3,EFTA00034275; EFTA00035180; EFTA00019348
Subject Lieutenant,unknown,3,EFTA00034680; EFTA00034532; EFTA00035704
The Jeffrey,unknown,3,EFTA00035613; EFTA00034221; EFTA00019889
Harvard University,unknown,3,EFTA00035613; EFTA00018300; EFTA00032317
Inmate Message,unknown,3,EFTA00035034; EFTA00035629; EFTA00035663
Special Investigative,unknown,3,EFTA00034725; EFTA00016910; EFTA00015428
Officer Specialist,unknown,3,EFTA00035436; EFTA00035435; EFTA00034354
"Cell
Senior",unknown,3,EFTA00035436; EFTA00035435; EFTA00034354
One Time,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Medication Order,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
"Priority
Lab",unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Within Normal,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Details Frequency,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Counseling Plan,unknown,3,EFTA00035180; EFTA00033588; EFTA00033804
New Medication,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
New Laboratory,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
"Current
Sleep",unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Due Date,unknown,3,EFTA00035180; EFTA00033825; EFTA00030126
"Review
Inmate",unknown,3,EFTA00035180; EFTA00033804; EFTA00033843
"Current
Neuralgia",unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
"Services
Cosign",unknown,3,EFTA00035180; EFTA00033804; EFTA00033843
Lab Tests,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Two Times,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
"Routine
Lab",unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Date Prescriber,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Cranial Nerves,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
"Limits
Motor",unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Normal Exam,unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
"General
Yes",unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
"Current
Low",unknown,3,EFTA00035180; EFTA00033804; EFTA00033825
Epstein Report,core,3,EFTA00036017; EFTA00035827; EFTA00029840
Voice Cell,unknown,3,EFTA00034225; EFTA00033956; EFTA00033862
Jane Lytvynenko,unknown,3,EFTA00034513; EFTA00034116; EFTA00019947
Dear Chief,unknown,3,EFTA00035425; EFTA00034341; EFTA00011510
"Heads
Correctional",unknown,3,EFTA00035323; EFTA00034007; EFTA00033469
Master File,unknown,3,EFTA00035323; EFTA00034007; EFTA00033469
Inmate Questionnaire,unknown,3,EFTA00035323; EFTA00034007; EFTA00033520
Center New,unknown,3,EFTA00035811; EFTA00035798; EFTA00033469
City Office,unknown,3,EFTA00035798; EFTA00015438; EFTA00031025
Minute Rounds,unknown,3,EFTA00035815; EFTA00035813; EFTA00031997
The Psych,unknown,3,EFTA00034052; EFTA00032162; EFTA00034045
Juror Names,unknown,3,EFTA00016204; EFTA00018879; EFTA00010155
Potentially Non,unknown,3,EFTA00016526; EFTA00016464; EFTA00011251
Maxwell Relativity,accomplice,3,EFTA00016526; EFTA00016464; EFTA00011251
"Hello
Thank",unknown,3,EFTA00016403; EFTA00016907; EFTA00016401
Last Will,unknown,3,EFTA00016884; EFTA00016865; EFTA00018778
Book Entry,unknown,3,EFTA00016884; EFTA00016876; EFTA00027979
Withheld Pursuant,unknown,3,EFTA00015438; EFTA00015493; EFTA00031025
Account Transactions,unknown,3,EFTA00014685; EFTA00015176; EFTA00015937
Less Than,unknown,3,EFTA00014685; EFTA00015176; EFTA00030126
Laura Menningee,unknown,3,EFTA00016768; EFTA00015975; EFTA00011179
Environmental Laws,unknown,3,EFTA00016865; EFTA00016876; EFTA00027979
Share Private,unknown,3,EFTA00016116; EFTA00016022; EFTA00019288
His Properties,unknown,3,EFTA00016116; EFTA00016022; EFTA00019288
Videos Recorded,unknown,3,EFTA00016116; EFTA00016022; EFTA00019288
Estate Must,unknown,3,EFTA00016116; EFTA00016022; EFTA00019288
National Institute,unknown,3,EFTA00016268; EFTA00018300; EFTA00033486
Criminal Investigation,unknown,3,EFTA00016268; EFTA00011180; EFTA00011168
Nicholas.Biase,unknown,3,EFTA00016489; EFTA00010304; EFTA00031173
Reporters Committee,unknown,3,EFTA00014507; EFTA00014516; EFTA00009972
"Richardson
Richardson",unknown,3,EFTA00014372; EFTA00032235; EFTA00028546
Nathan Werksman,unknown,3,EFTA00016896; EFTA00014450; EFTA00030341
Individual Practices,unknown,3,EFTA00016136; EFTA00019897; EFTA00019896
"Epstein
Meeting",core,3,EFTA00014309; EFTA00014305; EFTA00014307
Queens County,unknown,3,EFTA00014598; EFTA00014508; EFTA00014564
Labor Day,unknown,3,EFTA00014546; EFTA00020203; EFTA00032976
"Daniel
Cundy",unknown,3,EFTA00017042; EFTA00019885; EFTA00030190
"Agency
Agency",unknown,3,EFTA00015158; EFTA00015099; EFTA00015090
"Agency
Address",unknown,3,EFTA00015158; EFTA00015099; EFTA00015090
"Returned
Records",unknown,3,EFTA00015517; EFTA00015493; EFTA00031018
Returned Records,unknown,3,EFTA00015517; EFTA00015493; EFTA00031018
Kara Christenson,unknown,3,EFTA00015517; EFTA00015428; EFTA00031018
"Martin Weinberg
Subject",unknown,3,EFTA00015599; EFTA00015602; EFTA00030616
"Marty
Sent",unknown,3,EFTA00015599; EFTA00015602; EFTA00032138
"Jack Scarola
To",unknown,3,EFTA00016311; EFTA00010240; EFTA00027350
Joe Nascimento fr,unknown,3,EFTA00014318; EFTA00018055; EFTA00019938
Clara Moran,unknown,3,EFTA00015190; EFTA00017107; EFTA00017781
Miami Field,unknown,3,EFTA00015211; EFTA00013245; EFTA00013261
July Eve,unknown,3,EFTA00015211; EFTA00013245; EFTA00013261
Foreign Passport,unknown,3,EFTA00016748; EFTA00014493; EFTA00037918
Sent Messages,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Category Messages,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Call Credit,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Typ Chrg,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Rate Charge,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Received Messages,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Service Billed,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Time Message,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Individual Number,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Payment Adjustments,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Charge Forward,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Balance Current,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
"Account
Previous",unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Ref Date,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Message Types,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Category Minutes,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Message Message,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Calls Made,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Acct Name,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Automatic Dropped,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Balance Received,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Total Amt,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Payments Late,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Call Forwarding,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
Call Waiting,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
International Messages,unknown,3,EFTA00014822; EFTA00014767; EFTA00014718
"Warden
Date",unknown,3,EFTA00015854; EFTA00019926; EFTA00030413
Biscayne Boulevard,unknown,3,EFTA00014192; EFTA00032751; EFTA00013858
Financial Trust,unknown,3,EFTA00014878; EFTA00038690; EFTA00018401
Tenth Circuit,unknown,3,EFTA00016471; EFTA00032562; EFTA00031733
"Hearing
Dumb",unknown,3,EFTA00015277; EFTA00032757; EFTA00032725
"Triggerfish
The",unknown,3,EFTA00016795; EFTA00016123; EFTA00010377
Andrew Denney,political,3,EFTA00017095; EFTA00018466; EFTA00018441
Maxwell Has Thoroughly Disclosed Her Finances,accomplice,3,EFTA00016769; EFTA00015977; EFTA00019291
Maxwell Is,accomplice,3,EFTA00016769; EFTA00015977; EFTA00019291
"Call
Good",unknown,3,EFTA00017091; EFTA00017998; EFTA00011349
"Call
Can",unknown,3,EFTA00017091; EFTA00017998; EFTA00011349
Help Desk,unknown,3,EFTA00017765; EFTA00019520; EFTA00010203
Fac You,unknown,3,EFTA00016166; EFTA00013355; EFTA00027258
David Oscar Markus,unknown,3,EFTA00015825; EFTA00020439; EFTA00020437
From The,unknown,3,EFTA00015942; EFTA00032951; EFTA00029251
"Nic
Nicolas",unknown,3,EFTA00015852; EFTA00015851; EFTA00032418
Sharon Cohen,unknown,3,EFTA00015852; EFTA00015851; EFTA00032418
Maxwell Trial,accomplice,3,EFTA00014960; EFTA00038694; EFTA00038973
Legal Counsel,unknown,3,EFTA00016461; EFTA00032391; EFTA00013301
Leesburg Pike,unknown,3,EFTA00015280; EFTA00013205; EFTA00028688
Maxwell Opinion,accomplice,3,EFTA00015858; EFTA00038604; EFTA00038559
Geoffrey S. Berman,unknown,3,EFTA00016805; EFTA00018466; EFTA00018441
Attorney Geoffrey,unknown,3,EFTA00014263; EFTA00014243; EFTA00032951
James Margolin,unknown,3,EFTA00014263; EFTA00014243; EFTA00019648
State Supreme,unknown,3,EFTA00014263; EFTA00014243; EFTA00018300
"Post
Date",unknown,3,EFTA00016174; EFTA00020343; EFTA00013665
Would Monday,unknown,3,EFTA00016605; EFTA00013446; EFTA00013455
"Letter
Please",unknown,3,EFTA00014585; EFTA00011417; EFTA00013220
Rebecca Piorunneck,unknown,3,EFTA00016394; EFTA00017736; EFTA00031470
"Appendix
Date",unknown,3,EFTA00014460; EFTA00010577; EFTA00010819
Work Release,unknown,3,EFTA00014154; EFTA00014034; EFTA00014038
Spencer Kuvin,unknown,3,EFTA00014154; EFTA00014661; EFTA00014098
Expert Notice,unknown,3,EFTA00014981; EFTA00019459; EFTA00032021
Evidence Review,unknown,3,EFTA00014922; EFTA00038575; EFTA00038605
Allow Sender,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
Not Spam,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
Digest Request,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
"Quarantined
Score",unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
End User,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
Account Questions,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
"For
The",unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
System Administrator,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
New Message,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
Safe Senders,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
Click Release,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
Request New,unknown,3,EFTA00016972; EFTA00032210; EFTA00028732
"Scheduling
Date",unknown,3,EFTA00016755; EFTA00016752; EFTA00030640
Learn More,unknown,3,EFTA00016467; EFTA00038636; EFTA00019825
Social Media,unknown,3,EFTA00016796; EFTA00018373; EFTA00032549
Security Agreement,unknown,3,EFTA00016622; EFTA00011531; EFTA00012111
Cape Town,unknown,3,EFTA00016622; EFTA00011531; EFTA00013640
Check One,unknown,3,EFTA00016622; EFTA00012111; EFTA00027224
UPDATE THE MAILING,unknown,3,EFTA00016622; EFTA00011531; EFTA00010620
Keilah Betts,unknown,3,EFTA00014450; EFTA00019467; EFTA00030341
Kushner Home,unknown,3,EFTA00015194; EFTA00010305; EFTA00011078
Steffie Avakian,unknown,3,EFTA00015194; EFTA00010305; EFTA00011078
"Normal
Traveler",unknown,3,EFTA00015576; EFTA00015585; EFTA00028357
Richard D. Kahn,unknown,3,EFTA00015838; EFTA00019101; EFTA00027979
Encryption Response,unknown,3,EFTA00017093; EFTA00028564; EFTA00030189
Gabriella N. Baez,unknown,3,EFTA00016836; EFTA00019223; EFTA00029746
"Image
Denise",unknown,3,EFTA00016836; EFTA00019223; EFTA00029746
"Great
Saint",unknown,3,EFTA00016836; EFTA00019223; EFTA00029746
Epstein Trafficked,core,3,EFTA00016836; EFTA00019223; EFTA00029746
Capital One,unknown,3,EFTA00017085; EFTA00032938; EFTA00032976
"Government
Based",unknown,3,EFTA00017085; EFTA00018618; EFTA00030532
"Responsibility
This",unknown,3,EFTA00017085; EFTA00018618; EFTA00030532
Sentence Reduction,unknown,3,EFTA00017085; EFTA00018618; EFTA00030532
"Maxwell
Thursday",accomplice,3,EFTA00015895; EFTA00027959; EFTA00030484
"Tartaglione
All",unknown,3,EFTA00015994; EFTA00030552; EFTA00030557
Florida Bar,unknown,3,EFTA00014153; EFTA00013592; EFTA00010474
"Roy BLACK
Sent",unknown,3,EFTA00014177; EFTA00013963; EFTA00013865
Criminal Case,unknown,3,EFTA00016206; EFTA00018646; EFTA00011039
Advisory Committee,unknown,3,EFTA00016206; EFTA00018300; EFTA00018749
"Epstein
Agreed",core,3,EFTA00015711; EFTA00032502; EFTA00029074
"Michael
Sent",unknown,3,EFTA00015997; EFTA00028085; EFTA00029720
"Call
Start",unknown,3,EFTA00038046; EFTA00013481; EFTA00013468
Mandy Young,unknown,3,EFTA00038763; EFTA00038777; EFTA00038774
Bail Hearing,unknown,3,EFTA00037943; EFTA00037942; EFTA00032956
Hilary Norris,unknown,3,EFTA00039004; EFTA00038997; EFTA00039011
Mailing Address,unknown,3,EFTA00038329; EFTA00030852; EFTA00029621
Text Message,unknown,3,EFTA00038727; EFTA00038721; EFTA00038724
External Case,unknown,3,EFTA00037945; EFTA00017889; EFTA00029580
Total Estimated,unknown,3,EFTA00038611; EFTA00032652; EFTA00032622
Guest Passcode,unknown,3,EFTA00038178; EFTA00038150; EFTA00038149
Account Type,unknown,3,EFTA00038389; EFTA00038391; EFTA00038390
Requestor Date,unknown,3,EFTA00038389; EFTA00038391; EFTA00038390
Full Address,unknown,3,EFTA00038389; EFTA00038391; EFTA00038390
Agency Name,unknown,3,EFTA00038389; EFTA00038391; EFTA00038390
Center Main,unknown,3,EFTA00038389; EFTA00038391; EFTA00038390
"Detective
Tax",unknown,3,EFTA00038389; EFTA00038391; EFTA00038390
State Intelligence,unknown,3,EFTA00038389; EFTA00038391; EFTA00038390
Child Exploit,unknown,3,EFTA00038389; EFTA00038391; EFTA00038390
Teterboro Airport,unknown,3,EFTA00038100; EFTA00038053; EFTA00031984
Case Agent,unknown,3,EFTA00038235; EFTA00030113; EFTA00030111
Patterson Belknap,unknown,3,EFTA00038995; EFTA00038992; EFTA00030281
Video Review,unknown,3,EFTA00038995; EFTA00038992; EFTA00038994
Denver Division,unknown,3,EFTA00038843; EFTA00038845; EFTA00038840
Intelligence Unit,unknown,3,EFTA00038222; EFTA00038217; EFTA00030207
The Following,unknown,3,EFTA00038626; EFTA00011669; EFTA00029621
Homeland Sec,unknown,3,EFTA00038652; EFTA00027307; EFTA00031263
Dell Inspiron,unknown,3,EFTA00038465; EFTA00018586; EFTA00030736
Mentor Media,unknown,3,EFTA00038465; EFTA00018586; EFTA00019729
Cruzer Guide,unknown,3,EFTA00038465; EFTA00018586; EFTA00019729
Compaq Machine,unknown,3,EFTA00038465; EFTA00018586; EFTA00019729
Number Code,unknown,3,EFTA00038502; EFTA00010345; EFTA00010083
Records Management,unknown,3,EFTA00019520; EFTA00017881; EFTA00010203
Joseph Moyer,unknown,3,EFTA00017795; EFTA00029805; EFTA00029885
The Virgin,unknown,3,EFTA00018586; EFTA00018778; EFTA00010249
Maxwell Jury,accomplice,3,EFTA00019193; EFTA00019194; EFTA00029194
Jeff Jocks qocksPsondeeracine,unknown,3,EFTA00018434; EFTA00032809; EFTA00028607
Microsoft Corp,unknown,3,EFTA00019088; EFTA00032932; EFTA00032942
Central Intelligence,unknown,3,EFTA00019088; EFTA00032633; EFTA00032463
Georgetown University,unknown,3,EFTA00019088; EFTA00018905; EFTA00011404
Group Ltd,unknown,3,EFTA00019088; EFTA00032938; EFTA00010819
First Circuit,unknown,3,EFTA00019088; EFTA00032976; EFTA00028903
Florence Hutner,unknown,3,EFTA00019697; EFTA00018502; EFTA00010616
Stolen Globe,unknown,3,EFTA00019176; EFTA00019172; EFTA00019178
Hello Everyone,unknown,3,EFTA00019233; EFTA00028721; EFTA00029742
Operations Branch,unknown,3,EFTA00019233; EFTA00028721; EFTA00029742
Procedural Review,unknown,3,EFTA00019233; EFTA00028721; EFTA00029742
"Thomas
Subject",unknown,3,EFTA00020114; EFTA00020120; EFTA00029805
Because Epstein,core,3,EFTA00019249; EFTA00027776; EFTA00027104
"Director
Enforcement",unknown,3,EFTA00018113; EFTA00029252; EFTA00029283
Market Oversight,unknown,3,EFTA00018113; EFTA00029252; EFTA00029283
Endeavour Square,unknown,3,EFTA00018113; EFTA00029252; EFTA00029283
Executive Director,unknown,3,EFTA00018113; EFTA00032633; EFTA00029252
Editorial Board,unknown,3,EFTA00018300; EFTA00032691; EFTA00011192
International Association,unknown,3,EFTA00018300; EFTA00032317; EFTA00029601
Florida Search,unknown,3,EFTA00018618; EFTA00028446; EFTA00030532
Warrant Walkthrough,unknown,3,EFTA00018618; EFTA00028446; EFTA00030532
Database Searches,unknown,3,EFTA00018618; EFTA00028446; EFTA00030532
Warrant Photos,unknown,3,EFTA00018618; EFTA00028446; EFTA00030532
Property Records,unknown,3,EFTA00018618; EFTA00028446; EFTA00030532
Search Photos,unknown,3,EFTA00018618; EFTA00028446; EFTA00030532
Inventory Search,unknown,3,EFTA00018618; EFTA00028446; EFTA00030532
Google Records,unknown,3,EFTA00018618; EFTA00028446; EFTA00030532
The Claimant,unknown,3,EFTA00018193; EFTA00010045; EFTA00010224
Defense Letter,unknown,3,EFTA00017805; EFTA00017832; EFTA00029966
"Joe Nascimento
mailto",unknown,3,EFTA00018033; EFTA00017962; EFTA00030720
"Nicole Simmons
To",unknown,3,EFTA00019849; EFTA00010223; EFTA00010217
Dabbs I Kaplan,unknown,3,EFTA00019948; EFTA00032290; EFTA00028541
Xerox Multifunction,unknown,3,EFTA00018550; EFTA00032421; EFTA00032988
Mounted Police,unknown,3,EFTA00018632; EFTA00010277; EFTA00027830
"Chris Dilorio
Sent",unknown,3,EFTA00019148; EFTA00010724; EFTA00027528
Since Maxwell,accomplice,3,EFTA00018997; EFTA00029100; EFTA00028929
Collaborators Invited,unknown,3,EFTA00018102; EFTA00032517; EFTA00029191
View Folder,unknown,3,EFTA00018102; EFTA00032517; EFTA00029191
Collaborated Folder,unknown,3,EFTA00018102; EFTA00032517; EFTA00029191
Anjan Stoddart,unknown,3,EFTA00019689; EFTA00032213; EFTA00030702
"Best
Kathryn",unknown,3,EFTA00019535; EFTA00030384; EFTA00030378
"Milofsky
Producer",unknown,3,EFTA00019535; EFTA00030384; EFTA00030378
Proceeding Text,unknown,3,EFTA00017873; EFTA00018232; EFTA00027562
"Proceedings
Availability",unknown,3,EFTA00017873; EFTA00018232; EFTA00027560
Carlton Fields,unknown,3,EFTA00018654; EFTA00032317; EFTA00032942
"Podcast
Analysis",unknown,3,EFTA00018860; EFTA00032976; EFTA00030281
General Liability,unknown,3,EFTA00018860; EFTA00032938; EFTA00032349
Bryan Cave,unknown,3,EFTA00018860; EFTA00032938; EFTA00029606
Investor Suit,unknown,3,EFTA00018860; EFTA00032913; EFTA00032901
Anticipated Charges,unknown,3,EFTA00018544; EFTA00013209; EFTA00013208
Investigative Steps,unknown,3,EFTA00018544; EFTA00013209; EFTA00013208
"Subject
Premises",unknown,3,EFTA00020134; EFTA00018425; EFTA00028523
Upper East,unknown,3,EFTA00018172; EFTA00032911; EFTA00028155
"Street
Miami",unknown,3,EFTA00018232; EFTA00010474; EFTA00013858
Requested Evidence,unknown,3,EFTA00019411; EFTA00019409; EFTA00019407
Florida Investigation,unknown,3,EFTA00018757; EFTA00017995; EFTA00028041
Compact Disc,unknown,3,EFTA00019729; EFTA00011669; EFTA00027224
